file,category,distance,block,trial,response,confidence,responseTime,reactionTime,correct
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N295009.jpg,NonAnimall,MediumBody,1,65,Animall,4,1.11438220000127,1.22916079999413,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N802037.jpg,Animall,Head,1,66,Animall,5,0.960745799995493,1.07571190001909,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text23.jpg,NonAnimall,CloseBody,1,67,Animall,3,1.31484750000527,1.42954100004863,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_land159.jpg,NonAnimall,MediumBody,1,68,NonAnimall,5,1.26196660002461,1.37700460001361,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_bea5.jpg,NonAnimall,FarBody,1,69,NonAnimall,5,1.09214649995556,1.20721740002045,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text19.jpg,NonAnimall,CloseBody,1,70,Animall,4,1.08423700003186,1.1989475999726,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_N83045.jpg,NonAnimall,CloseBody,1,71,NonAnimall,4,1.49727580003673,1.61200409999583,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_sharp49.jpg,NonAnimall,MediumBody,1,72,NonAnimall,5,1.57508749997942,1.68992289999733,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N707011.jpg,Animall,CloseBody,1,73,Animall,5,0.829146900039632,0.944016000023112,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N130081.jpg,Animall,MediumBody,1,74,Animall,5,0.970784499950241,1.08649900002638,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land353.jpg,NonAnimall,FarBody,1,75,NonAnimall,5,0.970265699957963,1.08675049996236,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_land243.jpg,NonAnimall,MediumBody,1,76,NonAnimall,4,1.53725920000579,1.65207349997945,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N344035.jpg,NonAnimall,MediumBody,1,77,NonAnimall,5,0.876231600006577,0.990990199963562,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_urb752.jpg,NonAnimall,FarBody,1,78,NonAnimall,5,1.0846779999556,1.19970379996812,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N825080.jpg,Animall,Head,1,79,Animall,5,1.12701530003687,1.24201599997468,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_natu169.jpg,NonAnimall,MediumBody,1,80,NonAnimall,5,1.05806999997003,1.17306499998085,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408025.jpg,Animall,FarBody,1,81,Animall,5,0.963000599993393,1.07794809999177,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N827027.jpg,Animall,FarBody,1,82,Animall,5,0.832403899985366,0.947111499961466,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N160053.jpg,Animall,Head,1,83,Animall,5,0.931953899969812,1.0466185999685,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N815074.jpg,Animall,CloseBody,1,84,Animall,5,0.751231200003531,0.86784840002656,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_natu815.jpg,NonAnimall,FarBody,1,85,Animall,4,1.70783849997679,1.82261299999664,0
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N326017.jpg,Animall,CloseBody,1,86,Animall,5,0.749871400010306,0.864585399976932,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N268028.jpg,Animall,MediumBody,1,87,Animall,5,0.880588500003796,0.995456599979661,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn39.jpg,NonAnimall,Head,1,88,Animall,4,1.09847430000082,1.21316939999815,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn30.jpg,NonAnimall,Head,1,89,NonAnimall,5,1.07468970003538,1.18958369997563,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_objn94.jpg,NonAnimall,CloseBody,1,90,NonAnimall,4,1.05844750005053,1.17321460001403,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_for22.jpg,NonAnimall,MediumBody,1,91,NonAnimall,3,1.17585850000614,1.29079649999039,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N295007.jpg,NonAnimall,MediumBody,1,92,NonAnimall,5,1.01045990001876,1.12509039998986,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N123078.jpg,Animall,MediumBody,1,93,Animall,5,0.687296399963088,0.80415720003657,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_natu805.jpg,NonAnimall,Head,1,94,NonAnimall,5,1.1411501999828,1.25591599999461,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408054.jpg,Animall,FarBody,1,95,NonAnimall,4,1.18933089997154,1.30401110003004,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_natu419.jpg,NonAnimall,CloseBody,1,96,Animall,5,0.890650099958293,1.00532719999319,0
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N168041.jpg,Animall,FarBody,1,97,NonAnimall,3,1.52489870000863,1.6397800000268,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247096.jpg,Animall,Head,1,98,Animall,5,1.17313640000066,1.28793069999665,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N291070.jpg,NonAnimall,MediumBody,1,99,NonAnimall,5,0.993917099956889,1.10872680001194,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_open17.jpg,NonAnimall,FarBody,1,100,Animall,3,1.34737249999307,1.46236040000804,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_text119.jpg,NonAnimall,MediumBody,1,101,NonAnimall,5,1.52588450000621,1.6405761000351,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N771064.jpg,Animall,CloseBody,1,102,Animall,5,0.777940500003751,0.892616700031795,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N289015.jpg,Animall,MediumBody,1,103,Animall,5,0.884496199956629,0.999436799960677,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_nat256.jpg,NonAnimall,MediumBody,1,104,Animall,5,0.697520799993072,0.812410600017756,0
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N289082.jpg,Animall,FarBody,1,105,Animall,5,0.773002100002486,0.887816099973861,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N816048.jpg,Animall,MediumBody,1,106,Animall,5,0.810420099995099,0.925307099998463,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N134015.jpg,Animall,Head,1,107,Animall,5,0.867401899944525,0.982107399962842,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N123057.jpg,Animall,MediumBody,1,108,Animall,5,0.739825600001495,0.854729300015606,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N347004.jpg,NonAnimall,MediumBody,1,109,NonAnimall,5,1.12670929997694,1.24155140004586,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N314028.jpg,Animall,FarBody,1,110,Animall,5,1.08399750001263,1.19860850000987,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_land241.jpg,NonAnimall,FarBody,1,111,NonAnimall,5,0.918149399978574,1.03468219999922,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_land53.jpg,NonAnimall,MediumBody,1,112,Animall,5,0.643958100001328,0.758731300011277,0
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N123039.jpg,Animall,MediumBody,1,113,Animall,5,0.720595300022978,0.837292400014121,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_urb286.jpg,NonAnimall,CloseBody,1,114,NonAnimall,5,1.04625110002235,1.16110570001183,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_nat331.jpg,NonAnimall,CloseBody,1,115,Animall,4,0.953672800038476,1.06902049999917,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_natu799.jpg,NonAnimall,FarBody,1,116,Animall,5,0.864595399994869,0.97969639999792,0
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N253081.jpg,Animall,CloseBody,1,117,Animall,5,0.836752399976831,0.952253600000404,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N676023.jpg,Animall,Head,1,118,Animall,5,0.833323400001973,0.948061499977484,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_objn146.jpg,NonAnimall,CloseBody,1,119,Animall,5,0.83147380000446,0.946408200019505,0
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N109037.jpg,Animall,MediumBody,1,120,Animall,5,0.999021800002083,1.11374010000145,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_N115084.jpg,NonAnimall,Head,2,1,NonAnimall,4,1.15959130000556,1.27501839998877,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N109070.jpg,Animall,MediumBody,2,2,Animall,5,0.759581499965861,0.875051199982408,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_sclos2.jpg,NonAnimall,FarBody,2,3,NonAnimall,4,1.42274830001406,1.53745760000311,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N168077.jpg,Animall,FarBody,2,4,Animall,5,0.725383499986492,0.840104400005657,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N826075.jpg,Animall,CloseBody,2,5,Animall,5,0.924483000009786,1.03929500002414,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N326099.jpg,Animall,MediumBody,2,6,Animall,5,0.922503000008874,1.03736130002653,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text121.jpg,NonAnimall,CloseBody,2,7,Animall,5,0.751184199994896,0.867958999995608,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_text90.jpg,NonAnimall,MediumBody,2,8,NonAnimall,5,1.20947249996243,1.32429570000386,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N289087.jpg,Animall,CloseBody,2,9,Animall,5,0.835042499995325,0.951434199989308,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N344038.jpg,NonAnimall,MediumBody,2,10,Animall,4,0.977544100023806,1.09228019998409,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat462.jpg,NonAnimall,FarBody,2,11,NonAnimall,5,0.650467800034676,0.765425899997354,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N326076.jpg,Animall,CloseBody,2,12,Animall,5,0.883854800020345,0.998541600012686,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_for51.jpg,NonAnimall,CloseBody,2,13,NonAnimall,3,1.74117180000758,1.8560469999793,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N824044.jpg,Animall,Head,2,14,Animall,5,0.820758200017735,0.935658900009003,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N408023.jpg,Animall,FarBody,2,15,Animall,3,1.17333640001016,1.28813840000657,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art142.jpg,NonAnimall,CloseBody,2,16,NonAnimall,5,1.19606450002175,1.31110710004577,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_for153.jpg,NonAnimall,CloseBody,2,17,Animall,3,1.17385130003095,1.28870400000596,0
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N826037.jpg,Animall,CloseBody,2,18,Animall,5,1.05333920003613,1.16955360001884,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N427097.jpg,Animall,Head,2,19,Animall,5,0.879079799982719,0.993784299993422,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_open14.jpg,NonAnimall,FarBody,2,20,NonAnimall,5,1.32350960001349,1.4384088999941,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N328025.jpg,NonAnimall,MediumBody,2,21,NonAnimall,5,1.10414870001841,1.22091039997758,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N253065.jpg,Animall,FarBody,2,22,NonAnimall,5,1.28234620002331,1.39704900002107,0
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N109046.jpg,Animall,MediumBody,2,23,Animall,5,0.986572900030296,1.10190250002779,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_natu337.jpg,NonAnimall,Head,2,24,Animall,5,0.931128700030968,1.04618940001819,0
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N289038.jpg,Animall,MediumBody,2,25,Animall,5,0.940275699947961,1.05579469999066,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N828004.jpg,Animall,FarBody,2,26,Animall,3,1.31212100002449,1.4270221000188,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_natu369.jpg,NonAnimall,Head,2,27,Animall,5,0.750049500027671,0.864820400020108,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N707010.jpg,Animall,Head,2,28,Animall,5,1.33983760001138,1.4546682999935,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N266002.jpg,NonAnimall,MediumBody,2,29,NonAnimall,5,0.998084000020754,1.11285119998502,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N659022.jpg,Animall,Head,2,30,Animall,5,0.731743599986658,0.84644599998137,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_nat1164.jpg,NonAnimall,CloseBody,2,31,Animall,2,1.62491309997858,1.7397300999728,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_N347022.jpg,NonAnimall,MediumBody,2,32,NonAnimall,5,1.10192919999827,1.21656629996141,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N802091.jpg,Animall,FarBody,2,33,Animall,5,1.12417690001894,1.23900940001477,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_text113.jpg,NonAnimall,MediumBody,2,34,NonAnimall,5,1.41661770001519,1.53122870001243,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_nat283.jpg,NonAnimall,FarBody,2,35,NonAnimall,5,0.933103299990762,1.04785580001771,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn44.jpg,NonAnimall,Head,2,36,NonAnimall,5,1.33692339999834,1.45223359996453,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N268033.jpg,Animall,CloseBody,2,37,Animall,5,0.94564019999234,1.06050799996592,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N110046.jpg,Animall,MediumBody,2,38,Animall,5,0.904142100014724,1.01947270001983,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N415038.jpg,Animall,MediumBody,2,39,Animall,5,0.877683099999558,0.992203600006178,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mdn_natu696.jpg,NonAnimall,MediumBody,2,40,NonAnimall,5,0.990055600006599,1.10481900000013,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn227.jpg,NonAnimall,Head,2,41,NonAnimall,5,1.07732440001564,1.19204290001653,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N209070.jpg,Animall,CloseBody,2,42,Animall,5,0.743146499968134,0.857861500000581,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N168068.jpg,Animall,Head,2,43,Animall,5,0.809594599995762,0.924308999965433,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N825059.jpg,Animall,CloseBody,2,44,Animall,5,0.698951099999249,0.813711200025864,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text5.jpg,NonAnimall,CloseBody,2,45,NonAnimall,3,1.70386529999087,1.81866940000327,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N160056.jpg,Animall,Head,2,46,Animall,5,0.641296299989335,0.756114199990407,1
