file,category,distance,block,trial,response,confidence,responseTime,reactionTime,correct
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N824044.jpg,Animall,Head,1,19,Animall,5,0.691586700000016,0.806448100000011,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj84.jpg,NonAnimall,Head,1,20,Animall,5,0.728830200000061,0.843862800000011,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art242.jpg,NonAnimall,MediumBody,1,21,Animall,5,0.35111459999996,0.465959799999951,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj96.jpg,NonAnimall,Head,1,22,Animall,5,0.476369299999988,0.591500500000052,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247008.jpg,Animall,Head,1,23,Animall,5,0.384802000000036,0.500199500000008,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj92.jpg,NonAnimall,Head,1,24,Animall,3,1.26843550000001,1.38504159999991,0
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N314057.jpg,Animall,MediumBody,1,25,Animall,5,0.796519400000079,0.911669799999913,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N824022.jpg,Animall,Head,1,26,Animall,5,0.447445299999913,0.562409699999989,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj51.jpg,NonAnimall,Head,1,27,Animall,5,0.484940399999914,0.601081900000054,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj252.jpg,NonAnimall,Head,1,28,Animall,5,0.422025800000029,0.537003499999969,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_int16.jpg,NonAnimall,CloseBody,1,29,NonAnimall,4,1.12807209999994,1.24315350000006,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi37.jpg,NonAnimall,MediumBody,1,30,NonAnimall,5,0.759142699999984,0.874115099999926,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N826048.jpg,Animall,Head,1,31,Animall,5,1.22781099999997,1.34285569999997,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_gre479.jpg,NonAnimall,FarBody,1,32,NonAnimall,3,1.26140610000004,1.37637159999997,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N112022.jpg,Animall,CloseBody,1,33,Animall,5,0.727171699999985,0.842082900000037,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N676042.jpg,Animall,Head,1,34,Animall,5,0.6137473,0.728806300000088,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N130081.jpg,Animall,MediumBody,1,35,Animall,5,0.489434899999992,0.604458499999964,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N168068.jpg,Animall,Head,1,36,Animall,5,0.412237300000015,0.527243999999996,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N816077.jpg,Animall,Head,1,37,Animall,5,0.501567600000044,0.61650880000002,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj182.jpg,NonAnimall,Head,1,38,NonAnimall,3,2.14516620000006,2.26020729999993,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art642.jpg,NonAnimall,CloseBody,1,39,NonAnimall,5,0.81614019999995,0.931254000000081,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art1529.jpg,NonAnimall,FarBody,1,40,Animall,5,1.30684970000004,1.42190229999994,0
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_ani37.jpg,Animall,CloseBody,1,41,Animall,5,1.27829380000003,1.39326890000007,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art1030.jpg,NonAnimall,MediumBody,1,42,NonAnimall,4,1.14768550000008,1.26258310000003,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_ani29.jpg,Animall,FarBody,1,43,Animall,5,0.696463999999992,0.811449100000004,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N130002.jpg,Animall,Head,1,44,Animall,5,0.641412500000001,0.756394900000032,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N109016.jpg,Animall,CloseBody,1,45,Animall,5,1.15147300000001,1.26676169999996,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N247090.jpg,Animall,Head,1,46,Animall,5,0.85949370000003,0.974484500000017,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N106094.jpg,Animall,CloseBody,1,47,Animall,5,0.64980079999998,0.764849000000027,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj100.jpg,NonAnimall,Head,1,48,NonAnimall,3,1.35860939999998,1.47360270000001,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N130050.jpg,Animall,FarBody,1,49,Animall,5,0.634807499999965,0.750375299999973,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N123033.jpg,Animall,MediumBody,1,50,Animall,5,0.744183600000042,0.859397100000024,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_ani52.jpg,Animall,FarBody,1,51,Animall,5,0.672251899999992,0.787253100000044,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N209023.jpg,Animall,CloseBody,1,52,Animall,5,0.724008499999968,0.839065100000084,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_gre90.jpg,NonAnimall,MediumBody,1,53,NonAnimall,5,1.3467776,1.46181940000008,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art1394.jpg,NonAnimall,FarBody,1,54,NonAnimall,4,1.15551870000002,1.27061470000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_text26.jpg,NonAnimall,FarBody,1,55,NonAnimall,4,1.18175339999993,1.29674929999999,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_urb715.jpg,NonAnimall,FarBody,1,56,NonAnimall,5,0.916712700000062,1.0315703,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj2.jpg,NonAnimall,Head,1,57,Animall,5,0.851378199999886,0.967633400000068,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N415081.jpg,Animall,Head,1,58,Animall,5,0.67203870000003,0.787158900000122,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art475.jpg,NonAnimall,MediumBody,1,59,NonAnimall,5,1.00660710000011,1.12161390000006,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N77054.jpg,Animall,FarBody,1,60,Animall,5,0.720919999999978,0.835936599999968,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn38.jpg,NonAnimall,Head,1,61,Animall,3,1.1678287000002,1.28410129999997,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hdn_objn35.jpg,NonAnimall,Head,1,62,Animall,5,0.734229900000173,0.849283900000046,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N815083.jpg,Animall,Head,1,63,Animall,5,0.632197600000154,0.747247800000196,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N134022.jpg,Animall,Head,1,64,Animall,5,0.722392799999852,0.837550100000044,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N136054.jpg,Animall,MediumBody,1,65,Animall,5,0.645808400000078,0.761028099999976,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj47.jpg,NonAnimall,Head,1,66,Animall,5,0.640256900000168,0.755365200000142,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fdn_text69.jpg,NonAnimall,FarBody,1,67,NonAnimall,3,1.23494670000014,1.35039829999982,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_gre199.jpg,NonAnimall,MediumBody,1,68,NonAnimall,5,0.899507400000175,1.01426839999999,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_land93.jpg,Animall,FarBody,1,69,Animall,5,0.723261699999966,0.838156100000106,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj98.jpg,NonAnimall,Head,1,70,Animall,2,1.93342540000003,2.04837090000001,0
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N828048.jpg,Animall,FarBody,1,71,Animall,5,0.622621900000013,0.737595099999908,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_A487031.jpg,NonAnimall,FarBody,1,72,NonAnimall,5,0.919294700000137,1.03576539999995,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_int78.jpg,NonAnimall,CloseBody,1,73,NonAnimall,4,1.06801910000013,1.18417669999985,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_room452.jpg,NonAnimall,CloseBody,1,74,NonAnimall,2,1.66243629999985,1.77743820000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bdn_text121.jpg,NonAnimall,CloseBody,1,75,Animall,5,0.629106299999876,0.744222000000036,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj416.jpg,NonAnimall,Head,1,76,NonAnimall,5,1.14552090000007,1.26039090000017,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art1164.jpg,NonAnimall,CloseBody,1,77,NonAnimall,4,1.56810380000002,1.68413280000004,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N110035.jpg,Animall,MediumBody,1,78,Animall,5,0.893630999999914,1.00872639999989,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N209038.jpg,Animall,Head,1,79,Animall,5,1.70387530000016,1.81879079999999,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N43008.jpg,Animall,FarBody,1,80,Animall,5,0.834724199999982,0.949693300000035,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N49068.jpg,Animall,CloseBody,1,81,Animall,5,0.706175499999972,0.821495400000003,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N408059.jpg,Animall,MediumBody,1,82,Animall,5,0.609929999999849,0.724850399999923,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N802027.jpg,Animall,Head,1,83,Animall,5,0.580399400000033,0.695445199999995,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_gre321.jpg,NonAnimall,MediumBody,1,84,NonAnimall,5,1.04247740000005,1.15726229999996,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi289.jpg,NonAnimall,MediumBody,1,85,NonAnimall,5,1.29521179999983,1.41026050000005,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_hexp26.jpg,NonAnimall,MediumBody,1,86,NonAnimall,5,1.00124609999989,1.11672090000002,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_int770.jpg,NonAnimall,CloseBody,1,87,NonAnimall,5,0.968355299999985,1.08485429999996,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N109023.jpg,Animall,MediumBody,1,88,Animall,5,0.798653299999842,0.913655800000015,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art1156.jpg,NonAnimall,CloseBody,1,89,NonAnimall,5,0.943763499999932,1.05884790000005,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj324.jpg,NonAnimall,Head,1,90,NonAnimall,5,0.821643300000005,0.936591600000156,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N825085.jpg,Animall,Head,1,91,Animall,5,0.642552600000045,0.75772169999982,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_ani30.jpg,Animall,CloseBody,1,92,Animall,5,0.515061500000002,0.630309800000077,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N130094.jpg,Animall,MediumBody,1,93,Animall,5,0.686943699999802,0.801974299999983,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N109046.jpg,Animall,MediumBody,1,94,Animall,5,0.637752599999885,0.752674900000102,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_ani22.jpg,Animall,FarBody,1,95,Animall,5,0.801728599999933,0.917517399999952,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_urb280.jpg,NonAnimall,CloseBody,1,96,NonAnimall,5,1.20129700000007,1.31655320000004,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_urb580.jpg,NonAnimall,MediumBody,1,97,NonAnimall,5,1.13458059999994,1.25009440000008,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art547.jpg,NonAnimall,MediumBody,1,98,NonAnimall,5,1.19570390000013,1.3108095,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N824009.jpg,Animall,Head,1,99,Animall,5,0.745219500000076,0.860296699999935,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art599.jpg,NonAnimall,MediumBody,1,100,NonAnimall,5,0.866189200000008,0.981102499999906,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N106019.jpg,Animall,CloseBody,1,101,Animall,5,0.651450800000021,0.767196499999955,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art573.jpg,NonAnimall,MediumBody,1,102,NonAnimall,5,0.906546200000093,1.02143359999991,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N168034.jpg,Animall,MediumBody,1,103,Animall,5,0.72814470000003,0.843230799999901,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi100.jpg,NonAnimall,MediumBody,1,104,NonAnimall,5,0.993818099999999,1.10867379999991,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N77018.jpg,Animall,FarBody,1,105,Animall,5,0.717845099999977,0.834526699999969,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N107010.jpg,Animall,CloseBody,1,106,Animall,5,0.66829719999987,0.783952500000169,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N107001.jpg,Animall,CloseBody,1,107,Animall,5,0.767326799999864,0.882488299999977,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art904.jpg,NonAnimall,CloseBody,1,108,NonAnimall,5,0.83692649999989,0.951777100000072,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art1175.jpg,NonAnimall,CloseBody,1,109,NonAnimall,5,1.01118939999992,1.12620059999995,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art1420.jpg,NonAnimall,FarBody,1,110,NonAnimall,5,0.946460600000137,1.0614587,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art1017.jpg,NonAnimall,FarBody,1,111,NonAnimall,5,1.10125270000003,1.21675060000007,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj112.jpg,NonAnimall,Head,1,112,NonAnimall,5,1.08776949999992,1.20265619999986,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N77089.jpg,Animall,CloseBody,1,113,Animall,5,0.574978600000122,0.689824799999997,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_A805078.jpg,NonAnimall,FarBody,1,114,NonAnimall,5,1.03467899999987,1.15218229999982,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_obj123.jpg,NonAnimall,CloseBody,1,115,NonAnimall,5,1.0530455999999,1.16797550000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_A219084.jpg,NonAnimall,FarBody,1,116,NonAnimall,5,1.02267880000022,1.13773859999992,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N43060.jpg,Animall,FarBody,1,117,Animall,5,0.895204700000022,1.01309570000012,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_gre298.jpg,NonAnimall,CloseBody,1,118,NonAnimall,5,0.976455900000019,1.09154160000003,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N77035.jpg,Animall,FarBody,1,119,Animall,5,0.834115900000143,0.949077500000158,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art517.jpg,NonAnimall,MediumBody,1,120,NonAnimall,5,0.851556200000005,0.967100700000174,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N816021.jpg,Animall,Head,2,1,Animall,5,0.786877199999935,0.902165199999899,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N458059.jpg,Animall,Head,2,2,Animall,5,0.711860599999909,0.827004700000089,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N136056.jpg,Animall,MediumBody,2,3,Animall,5,0.640630899999906,0.755689399999937,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_urb272.jpg,NonAnimall,CloseBody,2,4,NonAnimall,5,0.827902100000074,0.94285200000013,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_urb556.jpg,NonAnimall,MediumBody,2,5,NonAnimall,5,1.03845320000005,1.15353640000012,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_par140.jpg,NonAnimall,MediumBody,2,6,NonAnimall,4,0.870763399999987,0.98587160000011,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N108087.jpg,Animall,CloseBody,2,7,Animall,5,0.682448700000123,0.797273500000074,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_urb515.jpg,NonAnimall,MediumBody,2,8,NonAnimall,5,0.787802000000056,0.902814799999987,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art336.jpg,NonAnimall,FarBody,2,9,NonAnimall,5,0.724881600000117,0.840034500000002,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_urb230.jpg,NonAnimall,MediumBody,2,10,NonAnimall,5,0.697223299999905,0.812183499999946,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N123040.jpg,Animall,Head,2,11,Animall,5,1.14357960000007,1.25866760000008,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N160053.jpg,Animall,Head,2,12,Animall,5,0.617982199999915,0.732876000000033,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_obj176.jpg,NonAnimall,Head,2,13,Animall,5,0.777353999999832,0.89230509999993,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_A673086.jpg,NonAnimall,FarBody,2,14,NonAnimall,5,0.796126200000117,0.911328400000002,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_art22.jpg,NonAnimall,MediumBody,2,15,NonAnimall,5,1.06243630000017,1.17756400000007,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N173021.jpg,Animall,MediumBody,2,16,Animall,5,0.681212599999981,0.796214200000122,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N77061.jpg,Animall,CloseBody,2,17,Animall,5,1.22895049999988,1.34391320000009,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art1418.jpg,NonAnimall,FarBody,2,18,NonAnimall,3,0.984919999999875,1.09981890000017,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_A223013.jpg,NonAnimall,FarBody,2,19,Animall,4,1.54105330000016,1.65618070000005,0
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N130063.jpg,Animall,Head,2,20,Animall,5,0.924034199999824,1.03914469999995,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_art1464.jpg,NonAnimall,FarBody,2,21,NonAnimall,5,0.916596499999969,1.03158870000016,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N70069.jpg,Animall,CloseBody,2,22,Animall,5,0.784945600000128,0.901030400000081,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N75036.jpg,Animall,CloseBody,2,23,Animall,5,0.611674700000094,0.726727800000162,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N123039.jpg,Animall,MediumBody,2,24,Animall,5,0.561320999999907,0.676408100000117,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi56.jpg,NonAnimall,MediumBody,2,25,NonAnimall,5,0.799812900000006,0.914738899999975,1
C:\psychtool\AnimalDB\AnimalDB\Animall\Head\H_N816047.jpg,Animall,Head,2,26,Animall,5,0.611189599999989,0.726196500000015,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N75095.jpg,Animall,CloseBody,2,27,Animall,5,0.732629800000041,0.847627300000113,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N123069.jpg,Animall,CloseBody,2,28,Animall,5,0.799402300000111,0.914516499999991,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_art145.jpg,NonAnimall,CloseBody,2,29,NonAnimall,5,1.09460720000015,1.20950400000015,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N160076.jpg,Animall,CloseBody,2,30,Animall,5,0.622042700000065,0.73705689999997,1
C:\psychtool\AnimalDB\AnimalDB\Animall\MediumBody\M_N130070.jpg,Animall,MediumBody,2,31,Animall,5,1.05801569999994,1.17313100000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_urb382.jpg,NonAnimall,MediumBody,2,32,NonAnimall,5,1.03485959999989,1.14976200000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_gre189.jpg,NonAnimall,MediumBody,2,33,NonAnimall,5,1.15384480000012,1.26920660000019,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N77056.jpg,Animall,FarBody,2,34,Animall,5,0.675978299999997,0.791164299999991,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi422.jpg,NonAnimall,MediumBody,2,35,NonAnimall,5,0.738739300000134,0.853882999999996,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\MediumBody\Mda_archi42.jpg,NonAnimall,MediumBody,2,36,Animall,5,0.810527899999897,0.925405599999976,0
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_A462040.jpg,NonAnimall,FarBody,2,37,NonAnimall,4,1.24154989999988,1.35661720000007,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\FarBody\Fda_enc51.jpg,NonAnimall,FarBody,2,38,NonAnimall,5,1.07687149999992,1.19192479999992,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N105041.jpg,Animall,FarBody,2,39,Animall,5,1.13450350000016,1.24965320000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_int457.jpg,NonAnimall,Head,2,40,NonAnimall,3,1.10638210000002,1.22138300000006,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N828029.jpg,Animall,FarBody,2,41,Animall,3,1.37362229999985,1.48853719999988,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_int170.jpg,NonAnimall,Head,2,42,NonAnimall,5,1.11488020000002,1.23250959999996,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N43014.jpg,Animall,CloseBody,2,43,Animall,5,0.567815599999903,0.682831999999962,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\CloseBody\Bda_enc89.jpg,NonAnimall,CloseBody,2,44,NonAnimall,3,1.04796020000003,1.16287360000001,1
C:\psychtool\AnimalDB\AnimalDB\NonAnimall\Head\Hda_int314.jpg,NonAnimall,Head,2,45,NonAnimall,5,1.10502820000011,1.22003110000014,1
C:\psychtool\AnimalDB\AnimalDB\Animall\FarBody\F_N42070.jpg,Animall,FarBody,2,46,Animall,4,1.09989700000006,1.21495140000002,1
C:\psychtool\AnimalDB\AnimalDB\Animall\CloseBody\B_N107080.jpg,Animall,CloseBody,2,47,NonAnimall,4,1.11631370000009,1.23182680000014,0
